Approved symbol	Alias symbol	Previous symbol	NCBI gene ID
MAST4	KIAA0303		375449
MAST4-AS1			101928794
MAST4-IT1			100874310
MASTL	FLJ14813		84930
MASTL	THC2		84930
MASTL	Gwl		84930
MAT1A	MAT		4143
MAT1A	SAMS		4143
MAT1A	MATA1		4143
MAT1A	SAMS1		4143
MAT2A	SAMS2		4144
MAT2A	MATA2		4144
MAT2A	MATII		4144
MAT2B	MATIIbeta		27430
MAT2B	SDR23E1		27430
MATK	HYLTK		4145
MATK	CTK		4145
MATK	HYL		4145
MATK	Lsk		4145
MATK	CHK		4145
MATK	HHYLTK		4145
MATK	DKFZp434N1212		4145
MATK	MGC1708		4145
MATK	MGC2101		4145
MATN1		CRTM	4146
MATN1		CMP	4146
MATN1-AS1			100129196
MATN2			4147
MATN3	EDM5		4148
MATN3	HOA		4148
MATN4			8785
MATR3	KIAA0723	MPD2	9782
MATR3	MGC9105	MPD2	9782
MATR3	VCPDM	MPD2	9782
MATR3P1			100499496
MAU2	MGC75361	KIAA0892	23383
MAU2	mau-2	KIAA0892	23383
MAU2	MAU2L	KIAA0892	23383
MAU2	SCC4	KIAA0892	23383
MAVS	VISA		57506
MAVS	KIAA1271		57506
MAVS	IPS-1		57506
MAVS	Cardif		57506
MAX	bHLHd4		4149
MAX	bHLHd5		4149
MAX	bHLHd6		4149
MAX	bHLHd7		4149
MAX	bHLHd8		4149
MAZ	ZF87		4150
MAZ	Pur-1		4150
MAZ	Zif87		4150
MAZ	ZNF801		4150
MB	PVALB		4151
MB21D2		C3orf59	151963
MBD1	PCM1		4152
MBD1	CXXC3		4152
MBD2			8932
MBD3			53615
MBD3L1		MBD3L	85509
MBD3L2			125997
MBD3L2B			729458
MBD3L3			653657
MBD3L4			653656
MBD3L5			284428
MBD4	MED1		8930
MBD5	FLJ11113		55777
MBD5	KIAA1461		55777
MBD6	KIAA1887		114785
MBIP			51562
MBL1P	COLEC3P	MBL1P1	8512
MBL2	COLEC1	MBL	4153
MBL3P	MBL	COLEC2	50639
MBLAC1	MGC49416		255374
MBLAC2	DKFZp686P15118		153364
MBLAC2	MGC46734		153364
MBNL1	KIAA0428	MBNL	4154
MBNL1	EXP42	MBNL	4154
MBNL1	EXP40	MBNL	4154
MBNL1	EXP35	MBNL	4154
MBNL1	EXP	MBNL	4154
MBNL1-AS1	LOC401093		401093
MBNL2	MBLL		10150
MBNL2	MBLL39		10150
MBNL3	CHCR		55796
MBNL3	FLJ11316		55796
MBNL3	MBLX39		55796
MBNL3	MBXL		55796
MBOAT1	MGC44669	OACT1	154141
MBOAT1	dJ434O11.1	OACT1	154141
MBOAT1	LPEAT1	OACT1	154141
MBOAT2	FLJ14415	OACT2	129642
MBOAT2	FLJ90298	OACT2	129642
MBOAT4	FKSG89	OACT4	619373
MBOAT4	GOAT	OACT4	619373
MBOAT7	BB1	LENG4	79143
MBOAT7	hMBOA-7	LENG4	79143
MBOAT7	LPLAT	LENG4	79143
MBP			4155
MBS1		MBS	
MBS2	HCFP1		
MBS3	HCFP2		
MBTD1	SA49P01		54799
MBTD1	FLJ20055		54799
MBTPS1	S1P		8720
MBTPS1	KIAA0091		8720
MBTPS1	SKI-1		8720
MBTPS1	PCSK8		8720
MBTPS2	S2P	KFSD	51360
MC1R	MSH-R		4157
MC2R	ACTHR		4158
MC3R	MC3		4159
MC4R			4160
MC5R			4161
MCAM	MUC18		4162
MCAM	CD146		4162
MCAM	MelCAM		4162
MCAM	METCAM		4162
MCAM	HEMCAM		4162
MCAT	MT		27349
MCAT	MCT		27349
MCAT	fabD		27349
MCAT	FASN2C		27349
MCAT	NET62		27349
MCAT	MCT1		27349
MCC			4163
MCCC1	MCCA		56922
MCCC1-AS1			106480736
MCCC2	MCCB		64087
MCCD1			401250
MCCD1P1	OTTHUMG00000130506		100048903
MCCD1P2	BPG309N1.16		100048924
MCDR1			
MCDR3			
MCDR4			
MCDR5			
MCEE	GLOD2		84693
MCEE	MCE		84693
MCEMP1	MGC132456	C19orf59	199675
MCF2	DBL		4168
MCF2	ARHGEF21		4168
MCF2L	KIAA0362		23263
MCF2L	DBS		23263
MCF2L	OST		23263
MCF2L	ARHGEF14		23263
MCF2L-AS1			100289410
MCF2L2	KIAA0861		23101
MCF2L2	ARHGEF22		23101
MCFD2	F5F8D		90411
MCFD2	LMAN1IP		90411
MCFD2	SDNSF		90411
MCFD2P1	dJ153G14.2	C6orf44	645927
MCFD2P1	dJ153G14.2	MCFD2L	645927
MCFD2P1	NUCB2-L	C6orf44	645927
MCFD2P1	NUCB2-L	MCFD2L	645927
MCHR1	SLC1	GPR24	2847
MCHR1	MCH1R	GPR24	2847
MCHR2	SLT	GPR145	84539
MCHR2	MCH2	GPR145	84539
MCHR2	MCH2R	GPR145	84539
MCHR2-AS1			728012
MCIDAS	MCI	MCIN	345643
MCIDAS	IDAS	MCIN	345643
MCKD2	ADMCKD2		
MCL1	BCL2L3		4170
MCL1	Mcl-1		4170
MCM2	D3S3194	CCNL1	4171
MCM2	D3S3194	CDCL1	4171
MCM2	KIAA0030	CCNL1	4171
MCM2	KIAA0030	CDCL1	4171
MCM2	BM28	CCNL1	4171
MCM2	BM28	CDCL1	4171
MCM2	cdc19	CCNL1	4171
MCM2	cdc19	CDCL1	4171
MCM2	DFNA70	CCNL1	4171
MCM2	DFNA70	CDCL1	4171
MCM3			4172
MCM3AP	Map80		8888
MCM3AP	KIAA0572		8888
MCM3AP	GANP		8888
MCM3AP	SAC3		8888
MCM3AP-AS1	FLJ10508	C21orf85	114044
MCM3AP-AS1	FLJ10508	MCM3APAS	114044
MCM3AP-AS1	FLJ10508	MCM3AP-AS	114044
MCM3AP-AS1	NCRNA00031	C21orf85	114044
MCM3AP-AS1	NCRNA00031	MCM3APAS	114044
MCM3AP-AS1	NCRNA00031	MCM3AP-AS	114044
MCM4	CDC54	CDC21	4173
MCM4	hCdc21	CDC21	4173
MCM4	P1-Cdc21	CDC21	4173
MCM4	MGC33310	CDC21	4173
MCM5		CDC46	4174
MCM6	Mis5		4175
MCM7	CDC47	MCM2	4176
MCM7	PPP1R104	MCM2	4176
MCM8	MGC4816	C20orf154	84515
MCM8	MGC12866	C20orf154	84515
MCM8	MGC119522	C20orf154	84515
MCM8	MGC119523	C20orf154	84515
MCM8	dJ967N21.5	C20orf154	84515
MCM8	REC	C20orf154	84515
MCM8-AS1			101929225
MCM9	MGC35304	MCMDC1	254394
MCM9	MGC35304	C6orf61	254394
MCM9	dJ329L24.3	MCMDC1	254394
MCM9	dJ329L24.3	C6orf61	254394
MCM9	FLJ20170	MCMDC1	254394
MCM9	FLJ20170	C6orf61	254394
MCM10	PRO2249		55388
MCM10	CNA43		55388
MCM10	DNA43		55388
MCMBP	FLJ13081	C10orf119	79892
MCMBP	MCM-BP	C10orf119	79892
MCMDC2	FLJ25692	C8orf45	157777
MCO			
MCOLN1	TRPML1		57192
MCOLN1	ML4		57192
MCOLN1	MLIV		57192
MCOLN1	MST080		57192
MCOLN1	MSTP080		57192
MCOLN1	TRPM-L1		57192
MCOLN2	TRPML2		255231
MCOLN2	FLJ36691		255231
MCOLN2	TRP-ML2		255231
MCOLN3	TRPML3		55283
MCOLN3	FLJ11006		55283
MCOLN3	TRP-ML3		55283
MCPH1	FLJ12847		79648
MCPH1	BRIT1		79648
MCPH1-AS1			100507530
MCRIP1	GRAN2	FAM195B	348262
MCRIP1	MCRIP	FAM195B	348262
MCRIP2	MGC15416	C16orf14	84331
MCRIP2	MGC15416	FAM195A	84331
MCRIP2P1		FAM195CP	102388891
MCRIP2P2		FAM195DP	106480278
MCRIP2P2		MCRIP2P1	106480278
MCRS1	ICP22BP		10445
MCRS1	MSP58		10445
MCRS1	P78		10445
MCRS1	MCRS2		10445
MCRS1	INO80Q		10445
MCTP1	FLJ22344		79772
MCTP1-AS1	ENST00000503710		113523641
MCTP2	FLJ11175		55784
MCTP2	FLJ33303		55784
MCTS1	MCT-1		28985
MCTS2P	psiMCT-1		100101490
MCTS2P	MCTS2		100101490
MCU	FLJ46135	C10orf42	90550
MCU	FLJ46135	CCDC109A	90550
MCUB	FLJ20647	CCDC109B	55013
MCUR1	FLJ20958	C6orf79	63933
MCUR1	FLJ20958	CCDC90A	63933
MCUR1P1		C17orf23	53383
MCUR1P1		CCDC90AP1	53383
MCUR1P2			100420620
MDC1	NFBD1		9656
MDC1	KIAA0170		9656
MDC1	Em:AB023051.5		9656
MDC1-AS1	MDC1-AS		106478956
MDF1			
MDFI	I-mfa		4188
MDFIC	HIC		29969
MDFIC	MDFIC1		29969
MDFIC2			107986096
MDGA1	GPIM		266727
MDGA1	MAMDC3		266727
MDGA2		MAMDC1	161357
MDH1			4190
MDH1B	FLJ25341		130752
MDH1B	RP11-95H11		130752
MDH1P1			392477
MDH1P2			644906
MDH2			4191
MDK	MK	NEGF2	4192
MDK	FLJ27379	NEGF2	4192
MDM1			56890
MDM2	HDM2		4193
MDM2	MGC5370		4193
MDM4	MDMX		4194
MDM4	HDMX		4194
MDM4P1			100533712
MDN1	KIAA0301		23195
MDN1	Rea1		23195
MDP1	MGC5987		145553
MDP1	FN6Pase		145553
MDRV			
MDS2			259283
ME1			4199
ME2			4200
ME2P1			286239
ME3			10873
ME3-DT			107984427
MEA1		MEA	4201
MEAF6	NY-SAR-91	C1orf149	64769
MEAF6	FLJ11730	C1orf149	64769
MEAF6	Eaf6	C1orf149	64769
MEAF6	CENP-28	C1orf149	64769
MEAF6P1			100874045
MEAK7	mEAK-7	KIAA1609	57707
MEAK7	mEAK-7	TLDC1	57707
MECOM	MDS1-EVI1	MDS1	2122
MECOM	MDS1-EVI1	EVI1	2122
MECOM	PRDM3	MDS1	2122
MECOM	PRDM3	EVI1	2122
MECOM	KMT8E	MDS1	2122
MECOM	KMT8E	EVI1	2122
MECOM-AS1			105374205
MECP2		RTT	4204
MECP2		MRX16	4204
MECP2		MRX79	4204
MECR	CGI-63		51102
MECR	NRBF1		51102
MECR	FASN2B		51102
MECR	ETR1		51102
MED1	PBP	TRIP2	5469
MED1	PBP	PPARGBP	5469
MED1	PBP	PPARBP	5469
MED1	TRAP220	TRIP2	5469
MED1	TRAP220	PPARGBP	5469
MED1	TRAP220	PPARBP	5469
MED1	RB18A	TRIP2	5469
MED1	RB18A	PPARGBP	5469
MED1	RB18A	PPARBP	5469
MED1	DRIP230	TRIP2	5469
MED1	DRIP230	PPARGBP	5469
MED1	DRIP230	PPARBP	5469
MED1	CRSP200	TRIP2	5469
MED1	CRSP200	PPARGBP	5469
MED1	CRSP200	PPARBP	5469
MED1	CRSP1	TRIP2	5469
MED1	CRSP1	PPARGBP	5469
MED1	CRSP1	PPARBP	5469
MED4	HSPC126	VDRIP	29079
MED4	DRIP36	VDRIP	29079
MED4	TRAP36	VDRIP	29079
MED4-AS1		MED4-AS	100873965
MED6	NY-REN-28		10001
MED6P1			100128990
MED7	CRSP33	CRSP9	9443
MED8	MGC17544		112950
MED8	MGC19641		112950
MED8	ARC32		112950
MED8-AS1			107984947
MED9	FLJ10193		55090
MED9	MED25		55090
MED10	TRG20		84246
MED10	L6		84246
MED10	MGC5309		84246
MED10	NUT2		84246
MED11	HSPC296		400569
MED11	MGC88387		400569
MED12	CAGH45	TNRC11	9968
MED12	CAGH45	FGS1	9968
MED12	HOPA	TNRC11	9968
MED12	HOPA	FGS1	9968
MED12	OPA1	TNRC11	9968
MED12	OPA1	FGS1	9968
MED12	TRAP230	TNRC11	9968
MED12	TRAP230	FGS1	9968
MED12	KIAA0192	TNRC11	9968
MED12	KIAA0192	FGS1	9968
MED12	OKS	TNRC11	9968
MED12	OKS	FGS1	9968
MED12	ARC240	TNRC11	9968
MED12	ARC240	FGS1	9968
MED12	Kto	TNRC11	9968
MED12	Kto	FGS1	9968
MED12L	KIAA1635		116931
MED12L	TNRC11L		116931
MED12L	TRALPUSH		116931
MED12L	TRALP		116931
MED13	KIAA0593	THRAP1	9969
MED13	TRAP240	THRAP1	9969
MED13L	KIAA1025	THRAP2	23389
MED13L	TRAP240L	THRAP2	23389
MED13P1			100499481
MED14	EXLM1	CXorf4	9282
MED14	EXLM1	CRSP2	9282
MED14	CRSP150	CXorf4	9282
MED14	CRSP150	CRSP2	9282
MED14	TRAP170	CXorf4	9282
MED14	TRAP170	CRSP2	9282
MED14	RGR1	CXorf4	9282
MED14	RGR1	CRSP2	9282
MED14	CSRP	CXorf4	9282
MED14	CSRP	CRSP2	9282
MED14OS		MED14-AS1	100873985
MED14P1		CXorf4P	359791
MED14P1		CRSP2P	359791
MED14P1		MED14P	359791
MED15	TIG-1	TNRC7	51586
MED15	TIG-1	PCQAP	51586
MED15	CAG7A	TNRC7	51586
MED15	CAG7A	PCQAP	51586
MED15	Arc105	TNRC7	51586
MED15	Arc105	PCQAP	51586
MED15P1		PCQAPP	326615
MED15P1		MED15P	326615
MED15P3			106481657
MED15P4			100127989
MED15P5			391436
MED15P6			100996438
MED15P7			100996466
MED15P8			106480229
MED15P9		CCDC74B-AS1	285103
MED15P9		MED15P2	285103
MED16	DRIP92	THRAP5	10025
MED16	TRAP95	THRAP5	10025
MED17	CRSP77	CRSP6	9440
MED17	TRAP80	CRSP6	9440
MED17	DRIP80	CRSP6	9440
MED17	SRB4	CRSP6	9440
MED18	FLJ20045		54797
MED18	p28b		54797
MED18	SRB5		54797
MED19	LCMR1		219541
MED20	DKFZp586D2223	TRFP	9477
MED20	PRO0213	TRFP	9477
MED20	SRB2	TRFP	9477
MED21	SRB7	SURB7	9412
MED22	Med24	SURF5	6837
MED22	SRB6	SURF5	6837
MED23	CRSP130	CRSP3	9439
MED23	CRSP130	MRT18	9439
MED23	DRIP130	CRSP3	9439
MED23	DRIP130	MRT18	9439
MED23	Sur2	CRSP3	9439
MED23	Sur2	MRT18	9439
MED24	TRAP100	THRAP4	9862
MED24	TRAP100	CRSP4	9862
MED24	KIAA0130	THRAP4	9862
MED24	KIAA0130	CRSP4	9862
MED24	DRIP100	THRAP4	9862
MED24	DRIP100	CRSP4	9862
MED24	CRSP100	THRAP4	9862
MED24	CRSP100	CRSP4	9862
MED24	MED5	THRAP4	9862
MED24	MED5	CRSP4	9862
MED25	ARC92		81857
MED25	ACID1		81857
MED25	TCBAP0758		81857
MED25	DKFZp434K0512		81857
MED26	CRSP70	CRSP7	9441
MED27	TRAP37	CRSP8	9442
MED27	CRSP34	CRSP8	9442
MED27	MED3	CRSP8	9442
MED28	EG1		80306
MED28	DKFZP434N185		80306
MED28	magicin		80306
MED28P1			100420207
MED28P2			106480445
MED28P3			100131051
MED28P4			100130359
MED28P5			106479053
MED28P6			106480808
MED28P7			729327
MED28P8			101060144
MED29	DKFZp434H247	IXL	55588
MED29	MED2	IXL	55588
MED30	TRAP25	THRAP6	90390
MED31	CGI-125		51003
MED31	Soh1		51003
MEDAG	FLJ14834	C13orf33	84935
MEDAG	AWMS3	C13orf33	84935
MEDAG	MEDA-4	C13orf33	84935
MEF2A	RSRFC4		4205
MEF2A	RSRFC9		4205
MEF2AP1		MEF2AP	4206
MEF2B	RSRFR2		100271849
MEF2BNBP1			100128109
MEF2C			4208
MEF2C-AS1			101929423
MEF2C-AS2	CTC-467M3.1		109729137
MEF2D			4209
MEFV	FMF	MEF	4210
MEFV	TRIM20	MEF	4210
MEG3	GTL2		55384
MEG3	NCRNA00023		55384
MEG3	LINC00023		55384
MEG3	onco-lncRNA-83		55384
MEG8	NCRNA00024	SNHG23	79104
MEG8	NCRNA00024	SNHG24	79104
MEG8	Irm	SNHG23	79104
MEG8	Irm	SNHG24	79104
MEG8	Rian	SNHG23	79104
MEG8	Rian	SNHG24	79104
MEG8	Bsr	SNHG23	79104
MEG8	Bsr	SNHG24	79104
MEG8	LINC00024	SNHG23	79104
MEG8	LINC00024	SNHG24	79104
MEG8	AL132709.8	SNHG23	79104
MEG8	AL132709.8	SNHG24	79104
MEG8	lnc-MGC	SNHG23	79104
MEG8	lnc-MGC	SNHG24	79104
MEG9	LINC00584		100507257
MEGF6		EGFL3	1953
MEGF8	SBP1	EGFL4	1954
MEGF8	SBP1	C19orf49	1954
MEGF8	FLJ22365	EGFL4	1954
MEGF8	FLJ22365	C19orf49	1954
MEGF9		EGFL5	1955
MEGF10	KIAA1780		84466
MEGF10	SR-F3		84466
MEGF11	KIAA1781		84465
MEGF11	DKFZp434L121		84465
MEHMO			
MEI1	MGC40042		150365
MEI1	SPATA38		150365
MEI4			101928601
MEIG1	bA2K17.3		644890
MEIG1	SPATA39		644890
MEIKIN			728637
MEIOB	MGC35212	C16orf73	254528
MEIOC	FLJ35848	C17orf104	284071
MEIOSIN	HMGDC	BHMG1	388553
MEIS1			4211
MEIS1-AS2		MEIS1-AS1	100873998
MEIS1-AS3			730198
MEIS2	MRG1		4212
MEIS2	HsT18361		4212
MEIS3	MRG2		56917
MEIS3	DKFZp547H236		56917
MEIS3P1	MRG2	MEIS3	4213
MEIS3P1	MRG2	MEIS4	4213
MEIS3P2			257468
MELAS			
MELK	KIAA0175		9833
MELL1			
MELTF	CD228	MFI2	4241
MELTF	FLJ38863	MFI2	4241
MELTF	MAP97	MFI2	4241
MELTF	MGC4856	MFI2	4241
MELTF	MTF1	MFI2	4241
MELTF	MTf	MFI2	4241
MELTF-AS1	AC068302.3	MFI2-AS1	100507057
MEMO1	CGI-27	C2orf4	51072
MEMO1	MEMO	C2orf4	51072
MEMO1P1		MEMO1P	728556
MEMO1P1		C21orf19	728556
MEMO1P2			645175
MEMO1P3			100462782
MEMO1P4			100462785
MEMO1P5			106481668
MEN1			4221
MEOX1	MOX1		4222
MEOX2	MOX2	GAX	4223
MEP1A	PPHA		4224
MEP1AL3			
MEP1AL4			
MEP1AP1		MEP1AL1	642840
MEP1AP2		MEP1AL2	644777
MEP1AP3			389747
MEP1AP4			643157
MEP1B			4225
MEPCE	FLJ20257	BCDIN3	56257
MEPE			56955
MER1			
MER2			
MER5			
MERR			
MERTK	mer		10461
MERTK	RP38		10461
MERTK	c-Eyk		10461
MERTK	Tyro12		10461
MESD	KIAA0081	MESDC2	23184
MESD	BOCA	MESDC2	23184
MESP1	MGC10676		55897
MESP1	bHLHc5		55897
MESP2	SCDO2		145873
MESP2	bHLHc6		145873
MEST	PEG1		4232
MESTIT1	NCRNA00040	MEST-IT1	317751
MESTIT1	MEST-AS1	MEST-IT1	317751
MESTP1			338470
MESTP2			100421572
MESTP3			645641
MESTP4			131572
MET	HGFR		4233
MET	RCCP2		4233
MET	DFNB97		4233
METAP1	KIAA0094		23173
METAP1	MetAP1A		23173
METAP1	MAP1A		23173
METAP1D	MAP1D		254042
METAP1D	Metap1l		254042
METAP2	MNPEP		10988
METAP2	p67		10988
METAP2	MAP2		10988
METAP2P1			727713
METRN	MGC2601	C16orf23	79006
METRNL			284207
METTL1	TRM8	C12orf1	4234
METTL1	TRMT8	C12orf1	4234
METTL1P1			441487
METTL2A	FLJ12760		339175
METTL2A	METTL2		339175
METTL2B	METL	METTL2	55798
METTL2B	FLJ11350	METTL2	55798
METTL3	Spo8		56339
METTL3	M6A		56339
METTL3	MT-A70		56339
METTL4	FLJ23017		64863
METTL4	HsT661		64863
METTL5	HSPC133		29081
METTL6	MGC24132		131965
METTL7A	DKFZP586A0522		25840
METTL7AP1			100996686
METTL7B	MGC17301		196410
METTL7B	ALDI		196410
METTL8	FLJ13984		79828
METTL8	TIP		79828
METTL8P1			728996
METTL9	DREV1		51108
METTL11B	HOMT1B	C1orf184	149281
METTL14	KIAA1627		57721
METTL14-DT			101929741
METTL15	FLJ33979	METT5D1	196074
METTL15P1		METT5D2	100130758
METTL15P2			644915
METTL15P3			729650
METTL16	MGC3329	METT10D	79066
METTL17	FLJ20859	METT11D1	64745
METTL18	MGC9084	C1orf156	92342
METTL18	AsTP2	C1orf156	92342
METTL18	HPM1	C1orf156	92342
METTL21A	LOC151194	FAM119A	151194
METTL21A	HCA557b	FAM119A	151194
METTL21A	HSPA-KMT	FAM119A	151194
METTL21AP1			100421629
METTL21C	LOC196541	C13orf39	196541
METTL21EP		METTL21CP1	121952
METTL22	FLJ12433	C16orf68	79091
METTL22	MGC2654	C16orf68	79091
METTL23	LOC124512	C17orf95	124512
METTL24	dJ71D21.2	C6orf186	728464
METTL25	FLJ22789	C12orf26	84190
METTL26	MGC13114	C16orf13	84326
METTL27		WBSCR27	155368
MEX3A	RNF162	RKHD4	92312
MEX3B	DKFZp434J0617	RKHD3	84206
MEX3B	RNF195	RKHD3	84206
MEX3C	FLJ38871	RKHD2	51320
MEX3C	RNF194	RKHD2	51320
MEX3D	Tino	RKHD1	399664
MEX3D	KIAA2031	RKHD1	399664
MEX3D	OK/SW-cl.4	RKHD1	399664
MEX3D	RNF193	RKHD1	399664
MFAP1	AMP		4236
MFAP1P1			646755
MFAP2	MAGP		4237
MFAP2	MAGP-1		4237
MFAP3			4238
MFAP3L	KIAA0626		9848
MFAP3L	NYD-sp9		9848
MFAP4			4239
MFAP5	MAGP2		8076
MFAP5	MP25		8076
MFF	GL004	C2orf33	56947
MFF-DT			654841
MFFP1			100420251
MFFP2			644762
MFFP3			392452
MFGE8	SED1	SPAG10	4240
MFGE8	EDIL1	SPAG10	4240
MFGE8	BA46	SPAG10	4240
MFGE8	OAcGD3S	SPAG10	4240
MFGE8	HsT19888	SPAG10	4240
MFGE8	MFG-E8	SPAG10	4240
MFGE8	hP47	SPAG10	4240
MFHAS1	MASL1		9258
MFHAS1	LRRC65		9258
MFHAS1	ROCO4		9258
MFN1	FLJ20693		55669
MFN1P1			441511
MFN2	CPRP1		9927
MFN2	KIAA0214		9927
MFN2	MARF		9927
MFN2	CMT2A2		9927
MFNG			4242
MFRP	FLJ30570		83552
MFRP	rd6		83552
MFRP	NNO2		83552
MFRP	C1QTNF5		83552
MFSD1	FLJ14153		64747
MFSD1	UG0581B09		64747
MFSD1	Minerva		64747
MFSD1P1			100313532
MFSD2A	FLJ14490	MFSD2	84879
MFSD2A	SLC59A1	MFSD2	84879
MFSD2B	SLC59A2		388931
MFSD3			113655
MFSD4A	DKFZp761N1114	MFSD4	148808
MFSD4A	FLJ34577	MFSD4	148808
MFSD4A	UNQ3064	MFSD4	148808
MFSD4A	FLJ25004	MFSD4	148808
MFSD4A	SLC60A1	MFSD4	148808
MFSD4A-AS1			284578
MFSD4B	MGC33953	KIAA1919	91749
MFSD4B	SLC60A2	KIAA1919	91749
MFSD4BP1			100128154
MFSD5	MGC11308		84975
MFSD5	HsMOT2		84975
MFSD5	SLC61A1		84975
MFSD6	FLJ20160		54842
MFSD6L	FLJ35773		162387
MFSD8	MGC33302	CLN7	256471
MFSD9	MGC11332		84804
MFSD10	TETRAN		10227
MFSD10	IT10C3		10227
MFSD11	FLJ22196		79157
MFSD11	FLJ20226		79157
MFSD12	MGC20700	C19orf28	126321
MFSD12	PP3501	C19orf28	126321
MFSD13A	FLJ22529	C10orf77	79847
MFSD13A	FLJ22529	TMEM180	79847
MFSD13A	bA18I14.8	C10orf77	79847
MFSD13A	bA18I14.8	TMEM180	79847
MFSD13B			105371130
MFSD14A	DKFZP564L0864	HIAT1	64645
MFSD14B	FLJ14753	HIATL1	84641
MFSD14C	MGC12945	HIATL2	84278
MGA	KIAA0518		23269
MGA	MAD5		23269
MGA	MXD5		23269
MGA	FLJ12634		23269
MGAM	MGA		8972
MGAM2			93432
MGARP	OSAP	C4orf49	84709
MGARP	CESP-1	C4orf49	84709
MGARP	HUMMR	C4orf49	84709
MGAT1	GNT-1	MGAT	4245
MGAT1	GNT-1	GLYT1	4245
MGAT1	GLCNAC-TI	MGAT	4245
MGAT1	GLCNAC-TI	GLYT1	4245
MGAT1	GnTI	MGAT	4245
MGAT1	GnTI	GLYT1	4245
MGAT2	GNT-II		4247
MGAT2P1			100422588
MGAT2P2			100422589
MGAT3	GNT-III		4248
MGAT3-AS1	TapSAKI		104502417
MGAT4A	GnT-Iva		11320
MGAT4A	GnT-4a		11320
MGAT4B	GnT-Ivb		11282
MGAT4C	HGNT-IV-H		25834
MGAT4D	GnT1IP		152586
MGAT4EP			641515
MGAT4FP			100506747
MGAT5	GNT-V		4249
MGAT5	MGAT5A		4249
MGAT5B	GnT-IX		146664
MGAT5B	FLJ25132		146664
MGAT5B	GnT-VB		146664
MGLL	HU-K5		11343
MGLL	MGL		11343
MGLL	MAGL		11343
MGME1	bA504H3.4	C20orf72	92667
MGME1	DDK1	C20orf72	92667
MGMT			4255
MGP			4256
MGRN1	KIAA0544		23295
MGRN1	RNF156		23295
MGST1	MGST-I	GST12	4257
MGST2	MGST-II		4258
MGST3	GST-III		4259
MHAC			
MHENCR			100505771
MHRT	Myheart		104564225
MHS2			
MHS4			
MHS6			
MIA	CD-RAP		8190
MIA-RAB4B			100529262
MIA2	FLJ22404	CTAGE5	4253
MIA2	FLJ22404	MGEA	4253
MIA2	FLJ22404	MGEA6	4253
MIA2	TALI	CTAGE5	4253
MIA2	TALI	MGEA	4253
MIA2	TALI	MGEA6	4253
MIA2	MEA6	CTAGE5	4253
MIA2	MEA6	MGEA	4253
MIA2	MEA6	MGEA6	4253
MIA2	cTAGE-5A	CTAGE5	4253
MIA2	cTAGE-5A	MGEA	4253
MIA2	cTAGE-5A	MGEA6	4253
MIA2	cTAGE-5B	CTAGE5	4253
MIA2	cTAGE-5B	MGEA	4253
MIA2	cTAGE-5B	MGEA6	4253
MIA2	cTAGE-5C	CTAGE5	4253
MIA2	cTAGE-5C	MGEA	4253
MIA2	cTAGE-5C	MGEA6	4253
MIA2	cTAGE-5D	CTAGE5	4253
MIA2	cTAGE-5D	MGEA	4253
MIA2	cTAGE-5D	MGEA6	4253
MIA2	MGEA11	CTAGE5	4253
MIA2	MGEA11	MGEA	4253
MIA2	MGEA11	MGEA6	4253
MIA3	UNQ6077		375056
MIA3	FLJ39207		375056
MIA3	KIAA0268		375056
MIA3	TANGO		375056
MIA3	TANGO1		375056
MIAT	FLJ25967	C22orf35	440823
MIAT	Rncr2	C22orf35	440823
MIAT	gomafu	C22orf35	440823
MIAT	NCRNA00066	C22orf35	440823
MIAT	LINC00066	C22orf35	440823
MIAT	lncRNA-MIAT	C22orf35	440823
MIATNB			102724827
MIB1	DIP-1		57534
MIB1	MIB		57534
MIB1	KIAA1323		57534
MIB1	ZZANK2		57534
MIB1	ZZZ6		57534
MIB2	skeletrophin	ZZANK1	142678
MIB2	ZZZ5	ZZANK1	142678
MIB2	FLJ39787	ZZANK1	142678
MIC6			
MIC7			
MIC9			
MIC12			
MIC17			
MICA	PERB11.1		100507436
MICA-AS1			101929072
MICAL1	MICAL	NICAL	64780
MICAL1	FLJ11937	NICAL	64780
MICAL1	DKFZp434B1517	NICAL	64780
MICAL1	FLJ21739	NICAL	64780
MICAL2	KIAA0750		9645
MICAL3	KIAA0819		57553
MICALCL	FLJ14966		84953
MICALL1	MIRAB13		85377
MICALL1	KIAA1668		85377
MICALL1	MICAL-L1		85377
MICALL2	MGC46023		79778
MICALL2	FLJ23471		79778
MICALL2	MICAL-L2		79778
MICALL2	JRAB		79778
MICB	PERB11.2		4277
MICB-DT	TCONS_00012692		102725068
MICC	PERB11.3		100129192
MICD	PERB11.4		4279
MICE	dJ377H14.7		4280
MICE	PERB11.5		4280
MICF			352957
MICG			352967
MICOS10	RP5-1056L3.2	C1orf151	440574
MICOS10	RP5-1056L3.2	MINOS1	440574
MICOS10	FLJ36999	C1orf151	440574
MICOS10	FLJ36999	MINOS1	440574
MICOS10	MIO10	C1orf151	440574
MICOS10	MIO10	MINOS1	440574
MICOS10	Mic10	C1orf151	440574
MICOS10	Mic10	MINOS1	440574
MICOS10-NBL1		MINOS1-NBL1	100532736
MICOS10P1	CG012	N4BP2L2IT1	100462953
MICOS10P1	CG012	N4BP2L2-IT1	100462953
